q01_num_hijos,q02a_age_2nd_child_to_1st,q02b_age_3rd_child_to_1st,q02c_age_4th_child_to_1st,q03_help,q04_excedencia_all,q05_duration_child,q06_duration_child,q07_duration_child,q08_main_reason,q09a_secondary_reason,q09b_secondary_reason,q09c_secondary_reason,q09d_secondary_reason,q10_diff_reasons,q11_other_ask,q12_other_not_reason,q13a_conciliation_opts,q13b_conciliation_opts,q13c_conciliation_opts,q14_company_reaction,q15_mates_reaction,q16_formation_time,q17_work_during,q18_back_work,q19_tasks_after,q20_current_tasks,q21_excedencia_general_evaluation,q22_excedencia_needs_improvements,q23_excedencia_specify_improvements,q24_conciliation_general_evaluation,q25_conciliation_needs_improvements,q26_conciliation_specify_improvements,q27_experience_description,q28_comments,q29_genre,q31_civil_status,q32_education,q33_job,q34_contract
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Hostilidad,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,3,"Sí, creo que necesita alguna mejora.",Obligatoriedad de concederla,1,"Sí, creo que necesita alguna mejora.","Mas tiempo de baja maternidad y paternidad, horario adaptado, posibilidad de teletrabajo, igualdad de condiciones ante posibles promociones...",,,Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector público,Indefinido
1,,,,"Sí, una persona contratada nos ayuda a cuidar del hijo/s",si,3,,,otros: Comparti las semanas de maternidad con mi chico. En total el estuvo tres meses y yo seis con nuestra hija.,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,Trabajo por objetivos,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,1,"Sí, creo que necesita alguna mejora.","Deberían no ser necesarias, por tener derecho y obligación ambos progenitores a permisos retribuidos de al menos un año",3,"Sí, creo que necesita alguna mejora.","Reducción de jornada: Trabajar menos de 35 h es poco realista en España manteniendo las funciones. La ley es correcta, pero la puesta en práctica no. Raramente reducen jornada los padres.
- tiempo mucho más amplio de maternidad y paternidad
- obligatoriedad en que el padre asuma exactamente los mismos permisos que las madres
- días extra para acompañar a los hijos al médico o en casa en caso de enfermedad. Hay un vacío legal. No hacerlo sería dejación de obligaciones, pero la reelección laboral no cuenta con ello","La excedencia nos ha posibilitado estar los dos con nuestra hija, que ha sido maravilloso para el vínculo con ambos progenitores. ",,Mujer,Casado/a,Doctorado,Trabajo en el sector privado,Indefinido
1,,,,otros: De vez en cuando echamos mano de las abuelas,si,6,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,,no,No nos planteamos esa opción,"Soy autónoma. En ese sentido, tengo flexibilidad de horarios,un eufemismo para decir que trabajo casi 24 horas al día, y trabajo por objetivos. En mi caso, soy periodista y tengo que realizar una serie de artículos a la semana",NA,NA,Comprensión,Indiferencia,otros: No me daba tiempo de nada! Tenía un bebé pequeño y estaba sola!,No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,2,"Sí, creo que necesita alguna mejora.","En el caso de los autónomos, que exista realmente la posibilidad de coger una excedencia. Yo me tuve que reincorporar antes de lo que me hubiera gustado porque perdía clientes! ",3,"Sí, creo que necesita alguna mejora.","Horarios menos extensivos en las empresas. Igualdad entre hombres y mujeres, que ellos también puedan coger excedencia y baja igual que las mujeres, por el mismo tiempo, de manera que no nos perjudique laboralmente solo a nosotras hacerla.",Un lujo haber podido disfrutar de mi hija esos meses extra. Un esfuerzo económico bestial. Ahora malabarismos para poder conciliar el cuidado de la pequeña con el trabajo,"En el caso de los autónomos, es aún más complicado que en los asalariados. No nos protege ninguna ley y estar de excedencia implica que cuando vuelves puede que algunos clientes hayan desaparecido. ",Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,otros: No tengo
1,,,,"Sí, una persona contratada nos ayuda a cuidar del hijo/s",si,5 meses en el primer y único hijo,,una excedencia por cuidado de hijo de 5 meses,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta ajena",Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,3,"Sí, creo que necesita alguna mejora.",Que se puedan coger por cuidado de hijo más de una excedencia ,1,"Sí, creo que necesita alguna mejora.","Posibilidad de teletrabajo, el trabajo por objetivos, flexibilidad horaria, menos presencialidad","Es un tiempo único e irrepetible. El cuidado de mi hijo sigue siendo lo más importante de mi día y se debería permitir durante los primeros 4 o 5 años de la crianza, opciones flexibles para poder dedicarles todo el tiempo que necesiten.",Las presiones y juicios que sientes en tu entorno laboral cuando decides priorizar el cuidado de hijos.,Mujer,Vivo en pareja,Doctorado,Trabajo en el sector público,otros: Interina
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,5,"Sí, creo que necesita alguna mejora.","Igualar las condiciones para los funcionarios, que sólo pueden solicitar una excedencia por hijo/a",5,"Sí, creo que necesita alguna mejora.",Aumentar el permiso retribuïdo para los padres y madres,Oportunidad única para estar con tu hijo/a,,Hombre,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,1 mes y medio,,,otros: Quería darle lactancia materna hasta los 6 meses,NA,NA,NA,NA,,no,otros: Por su trabajo en una empresa privada,Flexibilidad de horario,Reducción de jornada,NA,"otros: Al principio reticentes, luego compresión",Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,3,"Sí, creo que necesita alguna mejora.","Ayudas económicas, incentivos para empresas si los padres se la cogen... Días sueltos para cuidar del niño...",4,"Sí, creo que necesita alguna mejora.","Más tiempo de baja maternal, el mismo tiempo padre y madre de baja maternal / paternal, p ejplo un año cada uno, poder tener días sueltos para cuidar de los niños, ","Presión social, familiar y orgullo personal",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",si,3,,,"Salud de la madre (posparto complicado, etc.)","Creo que es muy pequeña, 4 meses para que llevarle a una escuela y no hay posibilidad de ayuda familiar",NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,otros: No ha terminado,,3,"Sí, creo que necesita alguna mejora.","Creo que en realidad tendria que estar remunerada, si no de forma completa como la baja, si como trabajo que ahorra el estado como cuidado ",3,"Sí, creo que necesita alguna mejora.","Las bajas de maternidad, minimo, deberian durar lo que la OMS indica: 6 meses de lactancia exclusiva y 6 de mixta. Es decir, minimo un año. Y creo que el otro progenitor tambien deberia tener opcion a estar, por lo menos 6 meses a eleccion de la familia","Cansancio, no reconocimiento, aislamiento",No,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,20,,,Quería dedicarme por completo a mi/s hijo/s,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",Realicé algún trabajo sin contrato,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,,6,"Sí, creo que necesita alguna mejora.",,3,"Sí, creo que necesita alguna mejora.",,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,Indefinido
1,,,,otros: No cuento ni con el otro progenitor,si,2,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,NA,NA,,no,"otros: Ya no estábamos juntos, el padre no se hizo cargo de su hijo",Flexibilidad de horario,Reducción de jornada,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,otros: Me cambiaron a un puesto más bajo ,Realicé trabajos de menor responsabilidad ,,7,otros: Que te tiene que devolver el mismo puesto,,7,"No, considero que funciona bien.",,La excedencia no fue el problema sino la reincorporación. Me dieron un puesto más bajo de lo que tenía antes.,,Mujer,Soltero/a,Estudios primarios ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,12,,,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,NA,NA,NA,Solo tengo 1hijo,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,3,"Sí, creo que necesita alguna mejora.",Deberían existir ayudas o poder cobrar el paro.,1,"Sí, creo que necesita alguna mejora.",Flexibilidad horaria,Felicidad y falta de dinero,No,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,12,0,,Quería dedicarme por completo a mi/s hijo/s,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,Reducción de jornada,NA,Hostilidad,Indiferencia,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",Realicé algún trabajo sin contrato,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,No estoy trabajando actualmente,7,"Sí, creo que necesita alguna mejora.",Remuneración ,1,"Sí, creo que necesita alguna mejora.",Remuneración ,Merece la pena por disfrutar de tus hijos,,Mujer,Casado/a,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,1,,,otros: Veía muy pequeña a mi hija para llevarla a una escuela infantil,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Es de mayor rango ,6,"Sí, creo que necesita alguna mejora.",,3,"Sí, creo que necesita alguna mejora.",,"Necesario, saludable, incomprendida",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,No he disfrutado de una segunda ,No,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,,5,"No, considero que funciona bien.",,1,"Sí, creo que necesita alguna mejora.","Permitan reducción de jornada para las madres o padres, a mí no me la ofrecieron","Agotador, satisfecha, no me arrepiento ",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,4 meses,,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,No contaba con ayuda externa de familiares,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,4,"No, considero que funciona bien.",Remuneración mínima ,1,"Sí, creo que necesita alguna mejora.",Trabajar por objetivos ,No tuve otra opción ,Que me fue más difícil que ir a trabajar ,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,24 meses. Un solo hijo,,,Quería dedicarme por completo a mi/s hijo/s,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,si,,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,7,otros: Si. Algún tipo de remuneración,Que tuviera alguna remuneración,7,otros: En mi caso no tengo ningún problema. Pero en general hay muchísimo que mejorar,Que pueda acojerse quien quiera sin miedo a ser despedido.,No tuve ningún problema para solicitarla ni para reincorporarme. A día de hoy sigo con reducción de jornada con facilidad de elegir horario. La mejor decisión de mi vida,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: Funcionaria de carrera
1,,,,"No, no cuento con nadie más",si,36 meses,0,,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,El mismo motivo ,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Salí del mercado laboral,Realicé trabajos de menor responsabilidad ,No estoy trabajando actualmente,7,"Sí, creo que necesita alguna mejora.",Mejoraría que al volver a reincorporarte al trabajo la empresa lo ponga más fácil a las madres que volvemos al mercado laboral.,2,"Sí, creo que necesita alguna mejora.",Mejoraría el horario laboral ,Lo mejor que he hecho.poder disfrutar de mi hija ,Sí.que se guarde el puesto de trabajo no de un año de excedencia si no de los años que estés por ley disfrutando de ella.porque luego te lo ponen muy difícil cuando te reincorporas.la empresa no ayuda nada.,Mujer,Casado/a,Estudios secundarios ,Trabajo en el sector privado,Indefinido
